nameFirst,nameLast,weight,debut,height,finalGame,baseball_ref_url,birthCity,birthState,birthYear,lat,long
Joe,DeSa,170,1980-09-06,71,1985-10-03,http://www.baseball-reference.com/players/d/desajo01.shtml,Honolulu,HI,1959,21.304547,-157.8556763
Sid,Fernandez,220,1983-09-20,73,1997-04-05,http://www.baseball-reference.com/players/f/fernasi01.shtml,Honolulu,HI,1962,21.304547,-157.8556763
Brian,Fisher,210,1985-05-07,76,1992-10-04,http://www.baseball-reference.com/players/f/fishebr01.shtml,Honolulu,HI,1962,21.304547,-157.8556763
Marcus,Hatley,220,2015-07-01,77,2015-07-07,http://www.baseball-reference.com/players/h/hatlema01.shtml,Honolulu,HI,1988,21.304547,-157.8556763
Charlie,Hough,190,1970-08-12,74,1994-07-26,http://www.baseball-reference.com/players/h/houghch01.shtml,Honolulu,HI,1948,21.304547,-157.8556763
Mike,Huff,180,1989-08-07,73,1996-07-04,http://www.baseball-reference.com/players/h/huffmi01.shtml,Honolulu,HI,1963,21.304547,-157.8556763
Shane,Komine,175,2006-07-30,69,2007-07-17,http://www.baseball-reference.com/players/k/kominsh01.shtml,Honolulu,HI,1980,21.304547,-157.8556763
Fred,Kuhaulua,175,1977-08-02,71,1981-10-01,http://www.baseball-reference.com/players/k/kuhaufr01.shtml,Honolulu,HI,1953,21.304547,-157.8556763
Ryan,Kurosaki,160,1975-05-20,70,1975-06-16,http://www.baseball-reference.com/players/k/kurosry01.shtml,Honolulu,HI,1952,21.304547,-157.8556763
Mike,Lum,180,1967-09-12,72,1981-09-30,http://www.baseball-reference.com/players/l/lummi01.shtml,Honolulu,HI,1945,21.304547,-157.8556763
Keith,Luuloa,185,2000-05-17,72,2000-05-31,http://www.baseball-reference.com/players/l/luuloke01.shtml,Honolulu,HI,1974,21.304547,-157.8556763
John,Matias,170,1970-04-07,71,1970-10-01,http://www.baseball-reference.com/players/m/matiajo01.shtml,Honolulu,HI,1944,21.304547,-157.8556763
Joey,Meyer,260,1988-04-04,75,1989-09-30,http://www.baseball-reference.com/players/m/meyerjo01.shtml,Honolulu,HI,1962,21.304547,-157.8556763
Jessie,Reid,200,1987-09-09,73,1988-04-11,http://www.baseball-reference.com/players/r/reidje01.shtml,Honolulu,HI,1962,21.304547,-157.8556763
Lenn,Sakata,160,1977-07-21,69,1987-06-28,http://www.baseball-reference.com/players/s/sakatle01.shtml,Honolulu,HI,1954,21.304547,-157.8556763
Chad,Santos,220,2006-07-16,71,2006-07-20,http://www.baseball-reference.com/players/s/santoch01.shtml,Honolulu,HI,1981,21.304547,-157.8556763
Bronson,Sardinha,220,2007-09-15,73,2007-09-30,http://www.baseball-reference.com/players/s/sardibr01.shtml,Honolulu,HI,1983,21.304547,-157.8556763
Dane,Sardinha,215,2003-09-06,72,2011-06-15,http://www.baseball-reference.com/players/s/sardida01.shtml,Honolulu,HI,1979,21.304547,-157.8556763
Justin,Wayne,200,2002-09-03,75,2004-07-25,http://www.baseball-reference.com/players/w/wayneju01.shtml,Honolulu,HI,1979,21.304547,-157.8556763
Milt,Wilcox,185,1970-09-05,74,1986-06-12,http://www.baseball-reference.com/players/w/wilcomi01.shtml,Honolulu,HI,1950,21.304547,-157.8556763
Jerome,Williams,260,2003-04-26,75,2015-10-01,http://www.baseball-reference.com/players/w/willije01.shtml,Honolulu,HI,1981,21.304547,-157.8556763
Johnnie,Williams,180,1914-04-21,72,1914-08-19,http://www.baseball-reference.com/players/w/willijo02.shtml,Honolulu,HI,1889,21.304547,-157.8556763
Bobby,Smith,180,1957-04-16,71,1965-07-17,http://www.baseball-reference.com/players/s/smithbo04.shtml,Hood River,OR,1934,45.709115,-121.526019
Don,Wakamatsu,200,1991-05-22,74,1991-10-05,http://www.baseball-reference.com/players/w/wakamdo01.shtml,Hood River,OR,1963,45.709115,-121.526019
Jim Ray,Hart,185,1963-07-07,71,1974-05-27,http://www.baseball-reference.com/players/h/hartji01.shtml,Hookerton,NC,1941,35.422976,-77.589371
Marty,Lang,160,1930-07-04,71,1930-07-14,http://www.baseball-reference.com/players/l/langma01.shtml,Hooper,NE,1905,41.611373,-96.548627
Frankie,Gustine,175,1939-09-13,72,1950-05-17,http://www.baseball-reference.com/players/g/gustifr01.shtml,Hoopeston,IL,1920,40.460824,-87.663572
Ensign,Cottrell,173,1911-06-21,69,1915-07-09,http://www.baseball-reference.com/players/c/cottren01.shtml,Hoosick Falls,NY,1888,42.900907,-73.349968
Frank,McPartlin,180,1899-08-22,72,1899-08-22,http://www.baseball-reference.com/players/m/mcparfr01.shtml,Hoosick Falls,NY,1872,42.900907,-73.349968
Howie,Camp,169,1917-09-19,69,1917-09-22,http://www.baseball-reference.com/players/c/campho01.shtml,Hopeful,AL,1893,33.4939963,-85.9124659
Eddie,Edmonson,175,1913-10-04,72,1913-10-05,http://www.baseball-reference.com/players/e/edmoned01.shtml,Hopewell,PA,1889,40.134089,-78.266325
Buzz,Clarkson,210,1952-04-30,71,1952-06-22,http://www.baseball-reference.com/players/c/clarkbu01.shtml,Hopkins,SC,1915,33.900217,-80.856751
Guerdon,Whiteley,190,1884-08-07,71,1885-07-17,http://www.baseball-reference.com/players/w/whitegu01.shtml,Hopkinton,RI,1859,41.4594366,-71.7803045
Darrell,Johnson,180,1952-04-20,73,1962-06-06,http://www.baseball-reference.com/players/j/johnsda01.shtml,Horace,NE,1928,41.543067,-98.6734117
Bill,Lauterborn,140,1904-09-20,66,1905-08-28,http://www.baseball-reference.com/players/l/lautebi01.shtml,Hornell,NY,1879,42.325722,-77.660429
Twink,Twining,168,1916-07-09,72,1916-07-09,http://www.baseball-reference.com/players/t/twinitw01.shtml,Horsham,PA,1894,40.182544,-75.138657
George,Zackert,177,1911-09-22,72,1912-07-17,http://www.baseball-reference.com/players/z/zackege01.shtml,Horton,VT,1884,43.54587,-72.4182169
Ray,Boyd,160,1910-09-24,70,1911-10-12,http://www.baseball-reference.com/players/b/boydra01.shtml,Hortonville,IN,1887,44.334705,-88.6381614
Dave,Gassner,190,2005-04-16,74,2005-04-21,http://www.baseball-reference.com/players/g/gassnda01.shtml,Hortonville,WI,1978,44.335766,-88.636599
Odell,Hale,175,1931-08-01,70,1941-09-07,http://www.baseball-reference.com/players/h/haleod01.shtml,Hosston,LA,1908,32.886080,-93.882689
Lou,Klimchock,180,1958-09-27,71,1970-08-02,http://www.baseball-reference.com/players/k/klimclo01.shtml,Hostetter,PA,1939,40.263949,-79.397769
Jack,McMahan,175,1956-04-18,72,1956-09-23,http://www.baseball-reference.com/players/m/mcmahja02.shtml,Hot Springs,AR,1932,34.489189,-93.049288
Jack,McMahan,175,1956-04-18,72,1956-09-23,http://www.baseball-reference.com/players/m/mcmahja02.shtml,Hot Springs,AR,1932,34.649950,-92.967006
Emmett,Rogers,165,1890-04-19,70,1890-09-28,http://www.baseball-reference.com/players/r/rogerem01.shtml,Hot Springs,AR,1867,34.489189,-93.049288
Emmett,Rogers,165,1890-04-19,70,1890-09-28,http://www.baseball-reference.com/players/r/rogerem01.shtml,Hot Springs,AR,1867,34.649950,-92.967006
Dummy,Hoy,160,1888-04-20,66,1902-07-17,http://www.baseball-reference.com/players/h/hoydu01.shtml,Houcktown,OH,1862,40.93513515,-83.5949607656469
George,Brunet,195,1956-09-14,73,1971-04-28,http://www.baseball-reference.com/players/b/brunege01.shtml,Houghton,MI,1935,47.110200,-88.568828
Dolly,Gray,160,1909-04-13,74,1911-09-29,http://www.baseball-reference.com/players/g/graydo01.shtml,Houghton,MI,1878,47.110200,-88.568828
Ralph,Botting,195,1979-06-28,72,1980-10-05,http://www.baseball-reference.com/players/b/bottira01.shtml,Houlton,ME,1955,46.121478,-67.832184
Happy,Iott,175,1903-09-16,70,1903-09-18,http://www.baseball-reference.com/players/i/iottha01.shtml,Houlton,ME,1876,46.121478,-67.832184
Hal,Haydel,190,1970-09-07,72,1971-09-28,http://www.baseball-reference.com/players/h/haydeha01.shtml,Houma,LA,1944,29.578681,-90.708023
Matt,Albers,225,2006-07-25,73,2015-10-02,http://www.baseball-reference.com/players/a/alberma01.shtml,Houston,TX,1983,29.780472,-95.386342
Pat,Ankenman,125,1936-04-16,64,1944-06-02,http://www.baseball-reference.com/players/a/ankenpa01.shtml,Houston,TX,1912,29.780472,-95.386342
Daniel,Bard,215,2009-05-13,76,2013-04-27,http://www.baseball-reference.com/players/b/bardda01.shtml,Houston,TX,1985,29.780472,-95.386342
Philip,Barzilla,180,2006-06-11,72,2006-06-11,http://www.baseball-reference.com/players/b/barziph01.shtml,Houston,TX,1979,29.780472,-95.386342
Billy,Bates,155,1989-08-17,67,1990-10-02,http://www.baseball-reference.com/players/b/batesbi01.shtml,Houston,TX,1963,29.780472,-95.386342
Stan,Baumgartner,175,1914-06-26,72,1926-05-30,http://www.baseball-reference.com/players/b/baumgst01.shtml,Houston,TX,1894,29.780472,-95.386342
Kevin,Beirne,210,2000-05-17,76,2002-09-28,http://www.baseball-reference.com/players/b/beirnke01.shtml,Houston,TX,1974,29.780472,-95.386342
Bill,Bethea,175,1964-09-13,72,1964-09-29,http://www.baseball-reference.com/players/b/bethebi01.shtml,Houston,TX,1942,29.780472,-95.386342
Brian,Bevil,190,1996-06-17,75,1998-09-26,http://www.baseball-reference.com/players/b/bevilbr01.shtml,Houston,TX,1971,29.780472,-95.386342
Jason,Bourgeois,200,2008-09-09,69,2015-10-04,http://www.baseball-reference.com/players/b/bourgja01.shtml,Houston,TX,1982,29.780472,-95.386342
Michael,Bourn,180,2006-07-30,70,2015-10-04,http://www.baseball-reference.com/players/b/bournmi01.shtml,Houston,TX,1982,29.780472,-95.386342
Mark,Brandenburg,180,1995-07-20,72,1997-09-27,http://www.baseball-reference.com/players/b/brandma01.shtml,Houston,TX,1970,29.780472,-95.386342
Jim,Breazeale,210,1969-09-13,74,1978-07-19,http://www.baseball-reference.com/players/b/breazji01.shtml,Houston,TX,1949,29.780472,-95.386342
Jaime,Bubela,200,2005-09-15,73,2005-10-02,http://www.baseball-reference.com/players/b/bubelja01.shtml,Houston,TX,1978,29.780472,-95.386342
Britt,Burns,215,1978-08-05,77,1985-09-30,http://www.baseball-reference.com/players/b/burnsbr01.shtml,Houston,TX,1959,29.780472,-95.386342
Carl,Crawford,230,2002-07-20,74,2015-10-04,http://www.baseball-reference.com/players/c/crawfca02.shtml,Houston,TX,1981,29.780472,-95.386342
Bubba,Crosby,180,2003-05-29,71,2006-08-03,http://www.baseball-reference.com/players/c/crosbbu01.shtml,Houston,TX,1976,29.780472,-95.386342
Steve,Cummings,200,1989-06-24,74,1990-05-30,http://www.baseball-reference.com/players/c/cummist01.shtml,Houston,TX,1964,29.780472,-95.386342
Ron,Davis,205,1978-07-29,76,1988-09-24,http://www.baseball-reference.com/players/d/davisro02.shtml,Houston,TX,1955,29.780472,-95.386342
Jeff,DeWillis,170,1987-04-19,74,1987-06-03,http://www.baseball-reference.com/players/d/dewilje01.shtml,Houston,TX,1965,29.780472,-95.386342
Kirk,Dressendorfer,180,1991-04-13,71,1991-05-21,http://www.baseball-reference.com/players/d/dresski01.shtml,Houston,TX,1969,29.780472,-95.386342
