nameFirst,nameLast,weight,debut,height,finalGame,baseball_ref_url,birthCity,birthState,birthYear,lat,long
Bill,Foster,195,,73,,http://www.baseball-reference.com/players/f/fostebi99.shtml,Calvert,TX,1904,30.979149,-96.671542
Rube,Foster,200,,72,,http://www.baseball-reference.com/players/f/fosteru99.shtml,Calvert,TX,1879,30.979149,-96.671542
Cupid,Childs,185,1888-04-23,68,1901-07-08,http://www.baseball-reference.com/players/c/childcu01.shtml,Calvert County,MD,1867,38.5288529,-76.5377639
Erik,Komatsu,175,2012-04-06,70,2012-05-22,http://www.baseball-reference.com/players/k/komater01.shtml,Camarillo,CA,1987,34.221983,-119.033072
Luther,Harvel,180,1928-07-31,71,1928-09-25,http://www.baseball-reference.com/players/h/harvelu01.shtml,Cambria,IL,1905,37.779795,-89.118231
Davy,Jones,165,1901-09-15,70,1918-09-02,http://www.baseball-reference.com/players/j/jonesda01.shtml,Cambria,WI,1880,43.541358,-89.111482
Fred,Cambria,195,1970-08-26,74,1970-10-01,http://www.baseball-reference.com/players/c/cambrfr01.shtml,Cambria Heights,NY,1948,40.6945474,-73.7384652
Clay,Smith,190,1938-09-13,74,1940-09-22,http://www.baseball-reference.com/players/s/smithcl01.shtml,Cambridge,KS,1914,37.317774,-96.667151
Bill,Barrett,175,1921-05-13,72,1930-05-31,http://www.baseball-reference.com/players/b/barrebi02.shtml,Cambridge,MA,1900,42.376043,-71.118680
Jason,Bere,185,1993-05-27,75,2003-05-27,http://www.baseball-reference.com/players/b/bereja01.shtml,Cambridge,MA,1971,42.376043,-71.118680
Jack,Burns,175,1930-09-17,70,1936-09-27,http://www.baseball-reference.com/players/b/burnsja02.shtml,Cambridge,MA,1907,42.376043,-71.118680
Dad,Clarkson,165,1891-08-20,70,1896-08-08,http://www.baseball-reference.com/players/c/clarkda02.shtml,Cambridge,MA,1866,42.376043,-71.118680
John,Clarkson,155,1882-05-02,70,1894-07-12,http://www.baseball-reference.com/players/c/clarkjo01.shtml,Cambridge,MA,1861,42.376043,-71.118680
Walter,Clarkson,150,1904-07-02,70,1908-04-28,http://www.baseball-reference.com/players/c/clarkwa01.shtml,Cambridge,MA,1878,42.376043,-71.118680
Pete,Cote,148,1926-06-18,66,1926-06-22,http://www.baseball-reference.com/players/c/cotepe01.shtml,Cambridge,MA,1902,42.376043,-71.118680
Bill,Dam,,1909-08-23,,1909-08-23,http://www.baseball-reference.com/players/d/dambi01.shtml,Cambridge,MA,1885,42.376043,-71.118680
Cozy,Dolan,160,1895-04-26,70,1906-10-05,http://www.baseball-reference.com/players/d/dolanco01.shtml,Cambridge,MA,1872,42.376043,-71.118680
Doc,Gautreau,129,1925-06-22,64,1928-09-29,http://www.baseball-reference.com/players/g/gautrdo01.shtml,Cambridge,MA,1901,42.376043,-71.118680
Barney,Gilligan,130,1875-09-25,66,1888-04-27,http://www.baseball-reference.com/players/g/gilliba01.shtml,Cambridge,MA,1856,42.376043,-71.118680
Mert,Hackett,175,1883-05-02,70,1887-10-06,http://www.baseball-reference.com/players/h/hackeme01.shtml,Cambridge,MA,1859,42.376043,-71.118680
Walter,Hackett,,1884-04-17,,1885-10-08,http://www.baseball-reference.com/players/h/hackewa01.shtml,Cambridge,MA,1857,42.376043,-71.118680
Mack,Hillis,165,1924-09-13,70,1928-09-27,http://www.baseball-reference.com/players/h/hillima01.shtml,Cambridge,MA,1901,42.376043,-71.118680
Tim,Keefe,185,1880-08-06,70,1893-08-15,http://www.baseball-reference.com/players/k/keefeti01.shtml,Cambridge,MA,1857,42.376043,-71.118680
Joe,Kelley,190,1891-07-27,71,1908-10-03,http://www.baseball-reference.com/players/k/kellejo01.shtml,Cambridge,MA,1871,42.376043,-71.118680
Karl,Kolseth,182,1915-09-30,72,1915-10-03,http://www.baseball-reference.com/players/k/kolseka01.shtml,Cambridge,MA,1892,42.376043,-71.118680
Toby,Lyons,,1890-04-18,,1890-05-02,http://www.baseball-reference.com/players/l/lyonsto01.shtml,Cambridge,MA,1869,42.376043,-71.118680
Charlie,Maloney,155,1908-08-10,68,1908-08-10,http://www.baseball-reference.com/players/m/malonch01.shtml,Cambridge,MA,1886,42.376043,-71.118680
Dewey,Metivier,175,1922-09-15,71,1924-09-11,http://www.baseball-reference.com/players/m/metivde01.shtml,Cambridge,MA,1898,42.376043,-71.118680
Fred,Mitchell,185,1901-04-27,69,1913-06-15,http://www.baseball-reference.com/players/m/mitchfr01.shtml,Cambridge,MA,1878,42.376043,-71.118680
Carl,Sumner,170,1928-07-25,68,1928-08-21,http://www.baseball-reference.com/players/s/sumneca01.shtml,Cambridge,MA,1908,42.376043,-71.118680
Vito,Tamulis,170,1934-09-25,69,1941-07-25,http://www.baseball-reference.com/players/t/tamulvi01.shtml,Cambridge,MA,1911,42.376043,-71.118680
Joe,Vitiello,215,1995-04-29,74,2003-09-28,http://www.baseball-reference.com/players/v/vitiejo01.shtml,Cambridge,MA,1970,42.376043,-71.118680
Eddie,Waitkus,170,1941-04-15,72,1955-09-20,http://www.baseball-reference.com/players/w/waitked01.shtml,Cambridge,MA,1919,42.376043,-71.118680
Austin,Walsh,175,1914-04-19,71,1914-10-08,http://www.baseball-reference.com/players/w/walshau01.shtml,Cambridge,MA,1891,42.376043,-71.118680
Wilbur,Wood,180,1961-06-30,72,1978-08-22,http://www.baseball-reference.com/players/w/woodwi01.shtml,Cambridge,MA,1941,42.376043,-71.118680
George,Yankowski,180,1942-08-17,72,1949-06-28,http://www.baseball-reference.com/players/y/yankoge01.shtml,Cambridge,MA,1922,42.376043,-71.118680
Troy,Brohawn,190,2001-04-14,73,2003-05-12,http://www.baseball-reference.com/players/b/brohatr01.shtml,Cambridge,MD,1973,38.556878,-76.077117
Jake,Flowers,170,1923-09-07,71,1934-08-02,http://www.baseball-reference.com/players/f/floweja01.shtml,Cambridge,MD,1902,38.556878,-76.077117
Frank,Wurm,175,1944-09-04,73,1944-09-04,http://www.baseball-reference.com/players/w/wurmfr01.shtml,Cambridge,NY,1924,43.027869,-73.381236
Duke,Kenworthy,165,1912-08-28,67,1917-05-08,http://www.baseball-reference.com/players/k/kenwobi01.shtml,Cambridge,OH,1886,40.020964,-81.585390
Glenn,Chapman,170,1934-04-18,71,1934-09-30,http://www.baseball-reference.com/players/c/chapmgl01.shtml,Cambridge City,IN,1906,39.8129285,-85.170897
Tom,Jenkins,174,1925-09-15,73,1932-06-26,http://www.baseball-reference.com/players/j/jenkito01.shtml,Camden,AL,1898,31.998493,-87.288950
Gary,Wilson,185,1979-04-13,74,1979-05-11,http://www.baseball-reference.com/players/w/wilsoga02.shtml,Camden,AR,1954,33.567672,-92.849064
Bill,Higgins,155,1888-08-09,69,1890-10-02,http://www.baseball-reference.com/players/h/higgibi01.shtml,Camden,DE,1859,39.099032,-75.556960
Mike,Clark,190,1952-07-27,76,1953-07-18,http://www.baseball-reference.com/players/c/clarkmi01.shtml,Camden,NJ,1922,39.936787,-75.106644
Jim,Curry,160,1909-10-02,71,1918-07-12,http://www.baseball-reference.com/players/c/curryji01.shtml,Camden,NJ,1886,39.936787,-75.106644
Jeff,Datz,220,1989-09-05,76,1989-09-30,http://www.baseball-reference.com/players/d/datzje01.shtml,Camden,NJ,1959,39.936787,-75.106644
Bill,Eagan,,1891-04-08,,1898-06-02,http://www.baseball-reference.com/players/e/eaganbi01.shtml,Camden,NJ,1869,39.936787,-75.106644
Rawly,Eastwick,180,1974-09-12,75,1981-10-01,http://www.baseball-reference.com/players/e/eastwra01.shtml,Camden,NJ,1950,39.936787,-75.106644
Wes,Fisler,137,1871-05-20,66,1876-09-16,http://www.baseball-reference.com/players/f/fislewe01.shtml,Camden,NJ,1843,39.936787,-75.106644
Eddie,Gaillard,180,1997-08-11,73,1999-10-03,http://www.baseball-reference.com/players/g/gailled01.shtml,Camden,NJ,1970,39.936787,-75.106644
Keith,Garagozzo,170,1994-04-05,72,1994-04-28,http://www.baseball-reference.com/players/g/garagke01.shtml,Camden,NJ,1969,39.936787,-75.106644
Shawn,Gilbert,170,1997-06-02,69,2000-07-02,http://www.baseball-reference.com/players/g/gilbesh01.shtml,Camden,NJ,1965,39.936787,-75.106644
Harry,Gleason,160,1901-09-27,66,1905-10-08,http://www.baseball-reference.com/players/g/gleasha01.shtml,Camden,NJ,1875,39.936787,-75.106644
Kid,Gleason,158,1888-04-20,67,1912-08-27,http://www.baseball-reference.com/players/g/gleaski01.shtml,Camden,NJ,1866,39.936787,-75.106644
Purnal,Goldy,200,1962-06-12,77,1963-09-28,http://www.baseball-reference.com/players/g/goldypu01.shtml,Camden,NJ,1937,39.936787,-75.106644
Fred,Heimach,175,1920-10-01,72,1933-08-30,http://www.baseball-reference.com/players/h/heimafr01.shtml,Camden,NJ,1901,39.936787,-75.106644
Sig,Jakucki,198,1936-08-30,74,1945-08-29,http://www.baseball-reference.com/players/j/jakucsi01.shtml,Camden,NJ,1909,39.936787,-75.106644
Ed,Keegan,165,1959-08-24,75,1962-04-29,http://www.baseball-reference.com/players/k/keegaed01.shtml,Camden,NJ,1939,39.936787,-75.106644
Bill,Laxton,190,1970-09-15,73,1977-09-19,http://www.baseball-reference.com/players/l/laxtobi01.shtml,Camden,NJ,1948,39.936787,-75.106644
Ed,Lennox,174,1906-08-08,70,1915-10-03,http://www.baseball-reference.com/players/l/lennoed01.shtml,Camden,NJ,1883,39.936787,-75.106644
Lynn,Lovenguth,170,1955-04-18,70,1957-09-27,http://www.baseball-reference.com/players/l/lovenly01.shtml,Camden,NJ,1922,39.936787,-75.106644
Bill,Mellor,190,1902-07-28,72,1902-08-08,http://www.baseball-reference.com/players/m/mellobi01.shtml,Camden,NJ,1874,39.936787,-75.106644
Brian,Meyer,190,1988-09-03,73,1990-10-02,http://www.baseball-reference.com/players/m/meyerbr01.shtml,Camden,NJ,1963,39.936787,-75.106644
Ferdie,Moore,212,1914-10-02,72,1914-10-03,http://www.baseball-reference.com/players/m/moorefe01.shtml,Camden,NJ,1896,39.936787,-75.106644
Mike,Moriarty,195,2002-04-11,72,2002-05-04,http://www.baseball-reference.com/players/m/moriami01.shtml,Camden,NJ,1974,39.936787,-75.106644
Ray,Narleski,175,1954-04-17,73,1959-09-26,http://www.baseball-reference.com/players/n/narlera01.shtml,Camden,NJ,1928,39.936787,-75.106644
Ben,Rochefort,185,1914-10-03,74,1914-10-03,http://www.baseball-reference.com/players/r/rochebe01.shtml,Camden,NJ,1896,39.936787,-75.106644
Charles,Snyder,150,1890-09-19,68,1890-10-08,http://www.baseball-reference.com/players/s/snydech01.shtml,Camden,NJ,1873,39.936787,-75.106644
Redleg,Snyder,175,1876-04-25,70,1884-09-12,http://www.baseball-reference.com/players/s/snydere01.shtml,Camden,NJ,1854,39.936787,-75.106644
Fred,Payne,162,1906-04-21,70,1911-09-04,http://www.baseball-reference.com/players/p/paynefr01.shtml,Camden,NY,1880,43.336477,-75.747730
Larry,Doby,180,1947-07-05,73,1959-07-26,http://www.baseball-reference.com/players/d/dobyla01.shtml,Camden,SC,1923,34.255699,-80.608742
Ike,Hampton,185,1974-09-12,73,1979-07-08,http://www.baseball-reference.com/players/h/hamptik01.shtml,Camden,SC,1951,34.255699,-80.608742
Michael,Kohn,200,2010-07-26,74,2015-05-04,http://www.baseball-reference.com/players/k/kohnmi01.shtml,Camden,SC,1986,34.255699,-80.608742
Mike,Brown,195,1982-09-16,74,1987-08-15,http://www.baseball-reference.com/players/b/brownmi01.shtml,Camden County,NJ,1959,39.8014709,-74.9685529
Bill,Chambers,185,1910-07-11,69,1910-07-11,http://www.baseball-reference.com/players/c/chambbi01.shtml,Cameron,WV,1888,39.830273,-80.570090
Bill,Higdon,193,1949-09-10,73,1949-10-02,http://www.baseball-reference.com/players/h/higdobi01.shtml,Camp Hill,AL,1924,32.797327,-85.655833
Kevin,Joseph,200,2002-08-01,76,2002-08-25,http://www.baseball-reference.com/players/j/josepke01.shtml,Camp Hill,PA,1976,40.242170,-76.927397
Joe,Cannon,193,1977-09-22,75,1980-10-05,http://www.baseball-reference.com/players/c/cannojo01.shtml,Camp LeJeune,NC,1953,34.6835109,-77.3414638212903
Pinch,Thomas,173,1912-04-24,69,1921-06-19,http://www.baseball-reference.com/players/t/thomapi01.shtml,Camp Point,IL,1888,40.038016,-91.066189
George,Tsamis,190,1993-04-26,74,1993-10-01,http://www.baseball-reference.com/players/t/tsamige01.shtml,Campbell,CA,1967,37.280232,-121.954352
Jake,Crawford,185,1952-09-07,73,1952-09-28,http://www.baseball-reference.com/players/c/crawfja01.shtml,Campbell,MO,1928,36.493043,-90.076073
Barney,Koch,140,1944-07-23,68,1944-10-01,http://www.baseball-reference.com/players/k/kochba01.shtml,Campbell,NE,1923,40.296339,-98.731522
Mike,Modak,195,1945-07-04,70,1945-09-29,http://www.baseball-reference.com/players/m/modakmi01.shtml,Campbell,OH,1922,41.078013,-80.589968
Johnny,Marcum,197,1933-09-07,71,1939-09-30,http://www.baseball-reference.com/players/m/marcujo01.shtml,Campbellsburg,KY,1909,38.513715,-85.231708
Scott,Stratton,180,1888-04-21,72,1895-07-02,http://www.baseball-reference.com/players/s/stratsc01.shtml,Campbellsburg,KY,1869,38.513715,-85.231708
Don,Elston,165,1953-09-17,72,1964-10-02,http://www.baseball-reference.com/players/e/elstodo01.shtml,Campbellstown,OH,1929,39.7878276,-84.7602349
Hughie,Wise,178,1930-09-26,72,1930-09-27,http://www.baseball-reference.com/players/w/wisehu01.shtml,Campbellsville,KY,1906,37.344790,-85.350451
Steve,Blass,165,1964-05-10,72,1974-04-17,http://www.baseball-reference.com/players/b/blassst01.shtml,Canaan,CT,1942,42.040094,-73.332881
Tom,Hart,160,1891-04-15,67,1891-05-07,http://www.baseball-reference.com/players/h/hartto01.shtml,Canaan,NY,1869,42.4118426,-73.4496087
Al,Mays,,1885-05-10,,1890-05-02,http://www.baseball-reference.com/players/m/maysal01.shtml,Canal Dover,OH,1865,40.5234315,-81.4651602
Roy,Wilkinson,170,1918-04-29,73,1922-05-02,http://www.baseball-reference.com/players/w/wilkiro01.shtml,Canandaigua,NY,1893,42.888999,-77.280321
Ed,Coleman,200,1932-04-15,74,1936-09-26,http://www.baseball-reference.com/players/c/colemed01.shtml,Canby,OR,1901,45.265090,-122.688395
Charlie,Rhodes,180,1906-07-26,67,1909-06-14,http://www.baseball-reference.com/players/r/rhodech01.shtml,Caney,KS,1885,37.013573,-95.931931
Claude,Osteen,160,1957-07-06,71,1975-09-27,http://www.baseball-reference.com/players/o/osteecl01.shtml,Caney Springs,TN,1939,35.6042032,-86.723586
Mort,Flohr,173,1934-06-08,72,1934-09-14,http://www.baseball-reference.com/players/f/flohrmo01.shtml,Canisteo,NY,1911,42.270354,-77.605658
Rabbit,Benton,150,1922-09-13,67,1922-09-19,http://www.baseball-reference.com/players/b/bentora01.shtml,Cannel City,KY,1901,37.7900892,-83.2740666
John,Russ,,1882-07-04,,1882-07-04,http://www.baseball-reference.com/players/r/russjo01.shtml,Cannelton,IN,1858,37.911543,-86.738709
Eric,Nolte,205,1987-08-01,75,1991-06-01,http://www.baseball-reference.com/players/n/nolteer01.shtml,Canoga Park,CA,1964,34.2010776,-118.5978258
Randy,Wolf,205,1999-06-11,72,2015-10-04,http://www.baseball-reference.com/players/w/wolfra02.shtml,Canoga Park,CA,1976,34.2010776,-118.5978258
Crash,Davis,173,1940-06-15,72,1942-09-20,http://www.baseball-reference.com/players/d/daviscr01.shtml,Canon,GA,1919,34.341681,-83.111768
Ed,Butka,193,1943-09-26,75,1944-09-30,http://www.baseball-reference.com/players/b/butkaed01.shtml,Canonsburg,PA,1916,40.264246,-80.186777
Tom,Dettore,200,1973-06-11,76,1976-04-21,http://www.baseball-reference.com/players/d/dettoto01.shtml,Canonsburg,PA,1947,40.264246,-80.186777
Joe,Klinger,190,1927-09-13,72,1930-05-13,http://www.baseball-reference.com/players/k/klingjo02.shtml,Canonsburg,PA,1902,40.264246,-80.186777
Bob,Malloy,185,1943-05-04,71,1949-05-06,http://www.baseball-reference.com/players/m/mallobo01.shtml,Canonsburg,PA,1918,40.264246,-80.186777
Danny,Hoffman,175,1903-04-20,69,1911-05-25,http://www.baseball-reference.com/players/h/hoffmda01.shtml,Canton,CT,1880,41.8245424,-72.8937121
Bob,Hasty,210,1919-09-11,75,1924-09-26,http://www.baseball-reference.com/players/h/hastybo01.shtml,Canton,GA,1896,34.247201,-84.490723
Mike,Grzanich,180,1998-05-14,73,1998-05-14,http://www.baseball-reference.com/players/g/grzanmi01.shtml,Canton,IL,1972,40.562592,-90.040518
Randy,Bockus,190,1986-09-10,74,1989-05-27,http://www.baseball-reference.com/players/b/bockura01.shtml,Canton,OH,1960,40.808552,-81.367116
Fred,Graf,164,1913-05-14,70,1913-09-18,http://www.baseball-reference.com/players/g/grafffr01.shtml,Canton,OH,1889,40.808552,-81.367116
Ed,Gremminger,200,1895-04-21,73,1904-07-30,http://www.baseball-reference.com/players/g/gremmed01.shtml,Canton,OH,1874,40.808552,-81.367116
Dick,Hahn,176,1940-09-07,71,1940-09-07,http://www.baseball-reference.com/players/h/hahndi01.shtml,Canton,OH,1916,40.808552,-81.367116
Dirk,Hayhurst,200,2008-08-23,75,2009-10-02,http://www.baseball-reference.com/players/h/hayhudi01.shtml,Canton,OH,1981,40.808552,-81.367116
Damon,Minor,230,2000-09-02,79,2004-06-24,http://www.baseball-reference.com/players/m/minorda01.shtml,Canton,OH,1974,40.808552,-81.367116
Ryan,Minor,225,1998-09-13,79,2001-10-07,http://www.baseball-reference.com/players/m/minorry01.shtml,Canton,OH,1974,40.808552,-81.367116
Ed,Poole,175,1900-10-06,70,1904-07-27,http://www.baseball-reference.com/players/p/pooleed01.shtml,Canton,OH,1874,40.808552,-81.367116
Charley,Stanceu,190,1941-04-16,74,1946-09-26,http://www.baseball-reference.com/players/s/stancch01.shtml,Canton,OH,1916,40.808552,-81.367116
Paul,Stuffel,185,1950-09-16,74,1953-05-24,http://www.baseball-reference.com/players/s/stuffpa01.shtml,Canton,OH,1927,40.808552,-81.367116
Fred,Tauby,168,1935-09-01,69,1937-06-02,http://www.baseball-reference.com/players/t/taubyfr01.shtml,Canton,OH,1906,40.808552,-81.367116
Dwight,Wertz,160,1914-05-23,70,1914-05-26,http://www.baseball-reference.com/players/w/wertzde01.shtml,Canton,OH,1888,40.808552,-81.367116
Charlie,Ziegler,,1899-09-23,,1900-06-06,http://www.baseball-reference.com/players/z/zieglch01.shtml,Canton,OH,1875,40.808552,-81.367116
Carl,Vandagrift,155,1914-05-19,68,1914-10-05,http://www.baseball-reference.com/players/v/vandaca01.shtml,Cantrall,IL,1883,39.935289,-89.678989
Mike,Zunino,220,2013-06-12,74,2015-08-27,http://www.baseball-reference.com/players/z/zuninmi01.shtml,Cape Coral,FL,1991,26.643192,-81.997364
Leon,Brinkopf,185,1952-04-18,71,1952-05-05,http://www.baseball-reference.com/players/b/brinkle01.shtml,Cape Girardeau,MO,1926,37.308664,-89.559239
A. J.,Ellis,230,2008-09-15,74,2015-10-04,http://www.baseball-reference.com/players/e/ellisaj01.shtml,Cape Girardeau,MO,1981,37.308664,-89.559239
Mark,Littell,210,1973-06-14,75,1982-06-24,http://www.baseball-reference.com/players/l/littema01.shtml,Cape Girardeau,MO,1953,37.308664,-89.559239
Shae,Simmons,175,2014-05-31,71,2014-07-26,http://www.baseball-reference.com/players/s/simmosh01.shtml,Cape Girardeau,MO,1990,37.308664,-89.559239
Elam,Vangilder,192,1919-09-18,73,1929-05-27,http://www.baseball-reference.com/players/v/vangiel01.shtml,Cape Girardeau,MO,1896,37.308664,-89.559239
Matt,Szczur,200,2014-08-17,72,2015-10-03,http://www.baseball-reference.com/players/s/szczuma01.shtml,Cape May,NJ,1989,38.941558,-74.900483
Frank,Burke,,1906-09-14,,1907-07-31,http://www.baseball-reference.com/players/b/burkefr01.shtml,Carbon County,PA,1880,40.8908468,-75.7212916
Elmer,Tutwiler,158,1928-08-20,71,1928-09-27,http://www.baseball-reference.com/players/t/tutwiel01.shtml,Carbon Hill,AL,1904,33.894991,-87.522078
Paul,Strand,190,1913-05-15,72,1924-06-28,http://www.baseball-reference.com/players/s/stranpa01.shtml,Carbonado,WA,1893,47.082321,-122.051850
Steve,Waterbury,190,1976-09-14,77,1976-09-27,http://www.baseball-reference.com/players/w/waterst01.shtml,Carbondale,IL,1952,37.722062,-89.223664
Jack,Fee,,1889-09-14,,1889-10-04,http://www.baseball-reference.com/players/f/feeja01.shtml,Carbondale,PA,1867,41.571373,-75.504778
Patrick,Gillespie,178,1880-05-01,73,1887-10-06,http://www.baseball-reference.com/players/g/gillepe01.shtml,Carbondale,PA,1851,41.571373,-75.504778
Tex,Hoyle,170,1952-04-18,76,1952-04-29,http://www.baseball-reference.com/players/h/hoylete01.shtml,Carbondale,PA,1921,41.571373,-75.504778
Ed,Kennedy,150,1883-05-01,66,1886-08-25,http://www.baseball-reference.com/players/k/kenneed01.shtml,Carbondale,PA,1856,41.571373,-75.504778
Pat,Kilhullen,175,1914-06-10,69,1914-06-10,http://www.baseball-reference.com/players/k/kilhupa01.shtml,Carbondale,PA,1890,41.571373,-75.504778
Roy,Hitt,200,1907-04-27,70,1907-10-05,http://www.baseball-reference.com/players/h/hittro01.shtml,Carleton,NE,1884,40.303323,-97.681584
Walter,Tappan,158,1914-04-16,68,1914-07-15,http://www.baseball-reference.com/players/t/tappawa01.shtml,Carlinville,IL,1890,39.278292,-89.876601
Sid,Bream,215,1983-09-01,76,1994-07-27,http://www.baseball-reference.com/players/b/breamsi01.shtml,Carlisle,PA,1960,40.199993,-77.204145
Anthony,Lerew,225,2005-09-04,76,2010-07-20,http://www.baseball-reference.com/players/l/lerewan01.shtml,Carlisle,PA,1982,40.199993,-77.204145
Rube,Fischer,190,1941-09-12,76,1946-07-14,http://www.baseball-reference.com/players/f/fischru01.shtml,Carlock,SD,1916,43.0819457,-99.4348288
Jimmy,Freeman,180,1972-09-01,76,1973-07-31,http://www.baseball-reference.com/players/f/freemji01.shtml,Carlsbad,NM,1951,32.407669,-104.245448
Lou,Lombardo,210,1948-09-22,74,1948-10-03,http://www.baseball-reference.com/players/l/lombalo01.shtml,Carlstadt,NJ,1928,40.826424,-74.062338
Pat,Jarvis,180,1966-08-04,70,1973-09-23,http://www.baseball-reference.com/players/j/jarvipa01.shtml,Carlyle,IL,1941,38.622266,-89.375442
Patsy,McGaffigan,140,1917-04-16,68,1918-06-22,http://www.baseball-reference.com/players/m/mcgafpa01.shtml,Carlyle,IL,1888,38.622266,-89.375442
Mel,Simons,175,1931-04-14,70,1932-04-20,http://www.baseball-reference.com/players/s/simonme01.shtml,Carlyle,IL,1900,38.622266,-89.375442
Mike,Aldrete,180,1986-05-28,71,1996-09-29,http://www.baseball-reference.com/players/a/aldremi01.shtml,Carmel,CA,1961,-34.7875445,-55.980469
Atlee,Hammaker,200,1981-08-13,75,1995-08-09,http://www.baseball-reference.com/players/h/hammaat01.shtml,Carmel,CA,1958,-34.7875445,-55.980469
Greg,Heydeman,180,1973-09-02,72,1973-09-02,http://www.baseball-reference.com/players/h/heydegr01.shtml,Carmel,CA,1952,-34.7875445,-55.980469
Chris,Prieto,180,2005-05-14,71,2005-05-16,http://www.baseball-reference.com/players/p/prietch01.shtml,Carmel,CA,1972,-34.7875445,-55.980469
Lee,Griffeth,180,1946-06-25,71,1946-08-06,http://www.baseball-reference.com/players/g/griffle01.shtml,Carmel,NY,1925,41.4266361,-73.6788271
Chris,Bosio,220,1986-08-03,75,1996-09-22,http://www.baseball-reference.com/players/b/bosioch01.shtml,Carmichael,CA,1963,38.634876,-121.324219
Trace,Coquillette,165,1999-09-07,72,2000-10-01,http://www.baseball-reference.com/players/c/coquitr01.shtml,Carmichael,CA,1974,38.634876,-121.324219
Mike,Lincoln,211,1999-04-07,74,2010-05-31,http://www.baseball-reference.com/players/l/lincomi01.shtml,Carmichael,CA,1975,38.634876,-121.324219
Manny,Parra,215,2007-07-20,75,2015-10-01,http://www.baseball-reference.com/players/p/parrama01.shtml,Carmichael,CA,1982,38.634876,-121.324219
Charlie,Zink,190,2008-08-12,73,2008-08-12,http://www.baseball-reference.com/players/z/zinkch01.shtml,Carmichael,CA,1979,38.634876,-121.324219
Mike,Moore,205,1982-04-11,76,1995-08-31,http://www.baseball-reference.com/players/m/mooremi01.shtml,Carnegie,OK,1959,35.102385,-98.599496
Bill,Kennedy,195,1948-04-26,74,1957-09-29,http://www.baseball-reference.com/players/k/kennebi02.shtml,Carnesville,GA,1921,34.375081,-83.228064
Smoky,Burgess,185,1949-04-19,68,1967-10-01,http://www.baseball-reference.com/players/b/burgesm01.shtml,Caroleen,NC,1927,35.281094,-81.791373
Claude,Crocker,185,1944-08-01,74,1945-09-30,http://www.baseball-reference.com/players/c/crockcl01.shtml,Caroleen,NC,1924,35.281094,-81.791373
Don,Padgett,190,1937-04-23,72,1948-09-12,http://www.baseball-reference.com/players/p/padgedo01.shtml,Caroleen,NC,1911,35.281094,-81.791373
Whammy,Douglas,185,1957-07-29,74,1957-09-21,http://www.baseball-reference.com/players/d/douglwh01.shtml,Carrboro,NC,1935,35.926230,-79.086995
Otto,Knabe,175,1905-10-03,68,1916-09-25,http://www.baseball-reference.com/players/k/knabeot01.shtml,Carrick,PA,1884,40.3964583,-79.9903302
Elmer,Knetzer,180,1909-09-11,70,1917-06-18,http://www.baseball-reference.com/players/k/knetzel01.shtml,Carrick,PA,1885,40.3964583,-79.9903302
Ken,Henderson,180,1965-04-23,74,1980-07-19,http://www.baseball-reference.com/players/h/hendeke01.shtml,Carroll,IA,1946,42.069734,-94.864689
Dave,Foutz,161,1884-07-29,74,1896-05-14,http://www.baseball-reference.com/players/f/foutzda01.shtml,Carroll County,MD,1856,39.5685399,-77.0267069
Doc,Watson,170,1913-09-03,72,1915-09-21,http://www.baseball-reference.com/players/w/watsodo01.shtml,Carroll County,OH,1885,40.5250362,-81.0927233
Red,Roberts,170,1943-09-03,72,1943-10-03,http://www.baseball-reference.com/players/r/roberre01.shtml,Carrollton,GA,1918,33.581847,-85.083333
George,Hemming,170,1890-04-21,71,1897-06-12,http://www.baseball-reference.com/players/h/hemmige01.shtml,Carrollton,OH,1868,40.580362,-81.090049
Carson,Blair,210,2015-09-06,74,2015-09-24,http://www.baseball-reference.com/players/b/blairca01.shtml,Carrollton,TX,1989,32.988360,-96.899770
Horacio,Ramirez,220,2003-04-02,73,2011-09-27,http://www.baseball-reference.com/players/r/ramirho01.shtml,Carson,CA,1979,33.840367,-118.249574
Orson,Baldwin,185,1908-09-06,,1908-09-22,http://www.baseball-reference.com/players/b/baldwo.01.shtml,Carson City,MI,1881,39.170557,-119.7669807
Dusty,Bergman,200,2004-06-09,77,2004-06-09,http://www.baseball-reference.com/players/b/bergmdu01.shtml,Carson City,NV,1978,39.170557,-119.7669807
Darrell,Rasner,210,2005-09-06,75,2008-09-28,http://www.baseball-reference.com/players/r/rasneda01.shtml,Carson City,NV,1981,39.170557,-119.7669807
Oscar,Jones,163,1903-04-20,67,1905-08-24,http://www.baseball-reference.com/players/j/jonesos01.shtml,Carter County,MO,1879,36.9303011,-90.9598932
Joe,Medwick,187,1932-09-02,70,1948-07-25,http://www.baseball-reference.com/players/m/medwijo01.shtml,Carteret,NJ,1911,40.583790,-74.227457
Rip,Williams,187,1911-04-12,71,1918-06-09,http://www.baseball-reference.com/players/w/williri01.shtml,Carthage,IL,1882,40.414416,-91.127846
Carl,Hubbell,170,1928-07-26,72,1943-08-24,http://www.baseball-reference.com/players/h/hubbeca01.shtml,Carthage,MO,1903,37.150659,-94.327754
Joe,Hornung,164,1879-05-01,68,1890-10-03,http://www.baseball-reference.com/players/h/hornujo01.shtml,Carthage,NY,1857,43.985223,-75.603711
